index;x;y;z
726;-0.062073;-0.630692;-1.190460
727;-0.121429;-0.562363;-1.198914
728;-0.110291;-0.511093;-1.082855
729;0.008636;-0.564484;-0.981689
730;0.039078;-0.480087;-1.037170
731;-0.053009;-0.343903;-0.931976
732;-0.034531;-0.360779;-0.731644
733;0.138290;-0.522247;-0.747818
734;0.092407;-0.462036;-0.810974
735;-0.025101;-0.393082;-0.754852
736;-0.014282;-0.382812;-0.666885
737;0.080338;-0.409531;-0.675980
738;0.104706;-0.427002;-0.645554
739;0.176743;-0.525711;-0.750549
740;0.191177;-0.605209;-0.926605
741;0.123428;-0.547089;-0.989716
742;0.100983;-0.526184;-0.983841
743;0.116135;-0.533020;-1.039764
744;0.171646;-0.510559;-1.119720
745;0.214233;-0.417862;-1.207306
746;0.129227;-0.246658;-1.097885
747;0.093765;-0.227203;-0.924072
748;0.168686;-0.234268;-0.781601
749;0.168930;-0.248810;-0.656021
750;0.142838;-0.327148;-0.604721
751;0.192123;-0.424667;-0.756226
752;0.144135;-0.422836;-0.813141
753;0.077774;-0.432587;-0.736588
754;0.121323;-0.488632;-0.660217
755;0.182236;-0.585434;-0.761429
756;0.105469;-0.593628;-1.018326
757;-0.023407;-0.590149;-1.211121
758;-0.060654;-0.524231;-1.218918
759;-0.052109;-0.475769;-1.138779
760;0.100143;-0.482300;-1.168564
761;0.076340;-0.278824;-1.123840
762;-0.063477;-0.155670;-0.852020
763;0.039474;-0.293564;-0.749039
764;0.158234;-0.387711;-0.763260
765;0.102310;-0.352554;-0.745148
766;0.082489;-0.351212;-0.662323
767;0.124542;-0.356537;-0.592102
768;0.111053;-0.360199;-0.551376
769;0.127853;-0.458344;-0.661270
770;0.172745;-0.549271;-0.875107
771;0.173660;-0.575455;-1.071289
772;0.116730;-0.574142;-1.144257
773;0.099930;-0.540741;-1.161026
774;0.062973;-0.461044;-1.103683
775;0.086533;-0.519852;-1.071442
776;0.188583;-0.541229;-1.195816
777;0.094437;-0.326141;-1.141632
778;0.057251;-0.293549;-0.936569
779;0.111343;-0.320114;-0.758514
780;0.118637;-0.292404;-0.606155
781;0.147995;-0.397659;-0.603592
782;0.186279;-0.429596;-0.749557
783;0.105270;-0.361420;-0.759399
784;0.072952;-0.372971;-0.663986
785;0.111557;-0.474136;-0.671783
786;0.123184;-0.577194;-0.930099
787;-0.006058;-0.538849;-1.178253
788;-0.102921;-0.507660;-1.257324
789;-0.041916;-0.490494;-1.173584
790;-0.038727;-0.436508;-1.055527
791;0.084427;-0.460373;-1.003571
792;0.103500;-0.367599;-0.996613
793;0.000763;-0.275604;-0.829880
794;-0.000610;-0.332947;-0.722046
795;0.097504;-0.417160;-0.736847
796;0.097534;-0.349075;-0.723190
797;0.003021;-0.322083;-0.662140
798;0.013947;-0.303925;-0.648361
799;0.035873;-0.342499;-0.715225
800;0.014374;-0.411392;-0.872452
801;0.131516;-0.449844;-1.048050
802;0.227478;-0.480164;-1.125854
803;0.160568;-0.487350;-1.115570
804;0.175461;-0.519562;-1.137726
805;0.146317;-0.502884;-1.126602
806;0.120300;-0.548615;-1.188309
807;0.095901;-0.420166;-1.248840
808;-0.015823;-0.279861;-1.093185
809;-0.018341;-0.281570;-0.888809
810;0.078110;-0.284409;-0.727768
811;0.082703;-0.252335;-0.546112
812;0.137573;-0.345688;-0.581192
813;0.170532;-0.377625;-0.749588
814;0.109238;-0.302246;-0.761353
815;0.093246;-0.324738;-0.653198
816;0.150970;-0.423187;-0.669785
817;0.144211;-0.468735;-0.827026
818;0.039581;-0.470215;-1.079727
819;-0.075363;-0.433792;-1.238220
820;-0.061401;-0.436386;-1.171539
821;-0.017044;-0.454559;-1.046631
822;0.075836;-0.474808;-1.044800
823;0.023605;-0.407608;-1.046249
824;-0.032394;-0.336365;-0.877808
825;0.013550;-0.377335;-0.747467
826;0.084503;-0.489853;-0.768372
827;0.046890;-0.364868;-0.720551
828;-0.027664;-0.331024;-0.647903
829;0.012695;-0.378540;-0.649643
830;0.018005;-0.384354;-0.692886
831;0.019135;-0.415848;-0.817917
832;0.087631;-0.474747;-0.994293
833;0.109512;-0.479065;-1.119263
834;0.066879;-0.476379;-1.108810
835;0.120941;-0.568893;-1.144516
836;0.106430;-0.519348;-1.051300
837;0.098114;-0.533279;-0.952896
838;0.132172;-0.566818;-1.104507
839;0.025726;-0.391342;-1.094208
840;-0.034195;-0.329559;-0.987885
841;-0.002808;-0.372314;-0.871872
842;0.082047;-0.305435;-0.718292
843;0.106293;-0.359970;-0.606201
844;0.186966;-0.509018;-0.724045
845;0.158539;-0.438675;-0.864258
846;-0.000412;-0.372681;-0.752640
847;0.056412;-0.461395;-0.691162
848;0.080093;-0.508957;-0.735199
849;0.008133;-0.544022;-0.903183
850;-0.098602;-0.542175;-1.092972
851;-0.101730;-0.449524;-1.130585
852;-0.031433;-0.444580;-1.024231
853;0.106796;-0.518372;-1.109772
854;0.055313;-0.347748;-1.084900
855;-0.075241;-0.274475;-0.839188
856;0.067917;-0.461914;-0.750031
857;0.198090;-0.504089;-0.849762
858;0.021835;-0.398026;-0.781021
859;0.010880;-0.410797;-0.714310
860;0.067184;-0.404388;-0.681381
861;0.067825;-0.418777;-0.656891
862;0.073273;-0.526276;-0.727539
863;0.132187;-0.611191;-0.860992
864;0.107742;-0.568207;-0.952240
865;0.091293;-0.561539;-1.020111
866;0.027298;-0.528580;-1.000107
867;0.052231;-0.529282;-0.965317
868;0.063553;-0.616776;-1.083267
869;0.073914;-0.572968;-1.157425
870;0.061249;-0.457230;-1.071609
871;0.052917;-0.409943;-0.886307
872;0.107529;-0.379135;-0.677048
873;0.119125;-0.379135;-0.537842
874;0.146576;-0.489410;-0.592361
875;0.164856;-0.471329;-0.694229
876;0.090897;-0.405975;-0.699249
877;0.108292;-0.409073;-0.637558
878;0.197983;-0.514145;-0.679749
879;0.185791;-0.547806;-0.862457
880;0.073227;-0.537323;-1.145325
881;-0.017822;-0.532883;-1.241470
882;0.001663;-0.518539;-1.137085
883;0.093597;-0.558289;-1.070511
884;0.143707;-0.532990;-1.167923
885;0.006027;-0.348190;-1.074387
886;-0.049957;-0.339615;-0.809143
887;0.150131;-0.488419;-0.767212
888;0.125839;-0.461960;-0.748352
889;0.052063;-0.370117;-0.654175
890;0.048279;-0.362961;-0.604095
891;0.057510;-0.377289;-0.583954
892;0.071411;-0.392105;-0.630432
893;0.069931;-0.481583;-0.728882
894;0.096512;-0.570938;-0.900558
895;0.036835;-0.609711;-1.012772
896;-0.011368;-0.641281;-1.089157
897;0.006180;-0.586380;-1.113922
898;0.067291;-0.522842;-1.055374
899;0.173599;-0.532272;-1.127975
900;0.167038;-0.437073;-1.225632
901;0.124786;-0.331299;-1.178513
902;0.078674;-0.321487;-0.982941
903;0.077896;-0.290268;-0.737167
904;0.110489;-0.308441;-0.519135
905;0.169708;-0.467651;-0.542450
906;0.203873;-0.486160;-0.714798
907;0.025284;-0.379074;-0.727768
908;-0.025238;-0.343277;-0.589996
909;0.067291;-0.479721;-0.648865
910;0.024704;-0.508377;-0.876709
911;-0.027084;-0.533630;-1.099060
912;-0.053635;-0.478470;-1.200058
913;0.101959;-0.519394;-1.167618
914;0.334183;-0.656982;-1.249802
915;0.259094;-0.438278;-1.254486
916;-0.008698;-0.286667;-0.929092
917;0.017838;-0.384338;-0.750488
918;0.144135;-0.519135;-0.811508
919;0.080612;-0.403824;-0.797058
920;-0.068756;-0.256531;-0.595337
921;0.047852;-0.312897;-0.528381
922;0.155472;-0.387314;-0.554230
923;0.172348;-0.420593;-0.601135
924;0.186523;-0.507004;-0.749649
925;0.237961;-0.608841;-0.997086
926;0.114166;-0.558456;-1.132553
927;0.081985;-0.586624;-1.121674
928;0.125504;-0.528122;-1.064362
929;0.146500;-0.622345;-1.153610
930;0.241699;-0.509567;-1.304077
931;0.117950;-0.301682;-1.149063
932;0.150085;-0.357910;-0.960663
933;0.242691;-0.365128;-0.809357
934;0.174408;-0.293442;-0.635147
935;0.143173;-0.342834;-0.518936
936;0.257034;-0.419693;-0.608658
937;0.201035;-0.374908;-0.724777
938;0.138260;-0.329041;-0.698120
939;0.235672;-0.399750;-0.633774
940;0.304932;-0.513199;-0.751404
941;0.211182;-0.540939;-0.974060
942;0.081619;-0.531784;-1.196487
943;0.035233;-0.503708;-1.244537
944;-0.012451;-0.472153;-1.130127
945;0.115280;-0.443787;-1.173813
946;0.020111;-0.317535;-1.158081
947;-0.118851;-0.263321;-0.913330
948;-0.095673;-0.389053;-0.779510
949;0.048065;-0.481918;-0.837570
950;0.045105;-0.382050;-0.789154
951;-0.016998;-0.282806;-0.619202
952;0.037033;-0.267288;-0.584381
953;0.051193;-0.337555;-0.655090
954;0.005829;-0.370026;-0.776459
955;0.051437;-0.425842;-0.967224
956;0.081833;-0.500641;-1.090637
957;0.006012;-0.471542;-1.139755
958;0.020676;-0.460785;-1.209930
959;0.089172;-0.397751;-1.180069
960;0.119370;-0.388855;-1.126083
961;0.179947;-0.371643;-1.234909
962;0.113113;-0.297043;-1.216248
963;0.075409;-0.290405;-1.053482
964;0.083557;-0.236877;-0.834351
965;0.058609;-0.194366;-0.592239
966;0.073776;-0.254547;-0.474808
967;0.115936;-0.326859;-0.653900
968;0.046082;-0.298508;-0.771866
969;0.046310;-0.304779;-0.674103
970;0.119263;-0.410721;-0.680420
971;0.061890;-0.474991;-0.913254
972;-0.107437;-0.448135;-1.235062
973;-0.083969;-0.426178;-1.355957
974;0.051010;-0.405334;-1.247192
975;0.023254;-0.367203;-1.162277
976;0.125717;-0.395508;-1.210770
977;0.067322;-0.263962;-1.102142
978;-0.074203;-0.204758;-0.875824
979;0.030685;-0.318024;-0.758484
980;0.147537;-0.349625;-0.750168
981;0.071991;-0.258804;-0.656403
982;-0.010071;-0.198196;-0.574265
983;0.084366;-0.290588;-0.588669
984;0.095932;-0.351791;-0.717224
985;0.042389;-0.418152;-0.892822
986;0.065781;-0.508240;-1.088669
987;0.015839;-0.521774;-1.152069
988;-0.044830;-0.528229;-1.197540
989;0.028122;-0.494980;-1.253677
990;0.131210;-0.466766;-1.145477
991;0.183182;-0.494812;-1.139191
992;0.196747;-0.385529;-1.247009
993;0.084686;-0.192703;-1.104568
994;0.062744;-0.178619;-0.793579
995;0.154617;-0.264160;-0.682419
996;0.094223;-0.286850;-0.645218
997;0.077744;-0.417267;-0.725006
998;0.115372;-0.430939;-0.837021
999;0.073334;-0.330627;-0.789307
1000;0.059982;-0.331406;-0.617584
1001;0.107468;-0.419434;-0.700623
1002;0.130463;-0.488190;-0.934982
1003;0.087845;-0.477310;-1.206558
1004;0.077957;-0.447205;-1.287537
1005;0.074829;-0.427521;-1.197708
1006;0.165482;-0.457733;-1.132111
1007;0.212814;-0.392029;-1.183975
1008;-0.030212;-0.229492;-1.011017
1009;-0.176056;-0.232193;-0.698410
1010;-0.067932;-0.438995;-0.595993
1011;0.096970;-0.455734;-0.700027
1012;0.036163;-0.338394;-0.699356
1013;-0.005615;-0.314316;-0.683044
1014;-0.010223;-0.273453;-0.616074
1015;0.029678;-0.344711;-0.679398
1016;0.044479;-0.434708;-0.820618
1017;0.115356;-0.559128;-0.935654
1018;0.253311;-0.676529;-1.039154
1019;0.222092;-0.689072;-1.271408
1020;0.121964;-0.532181;-1.221573
1021;0.186447;-0.526276;-1.089340
1022;0.193329;-0.497299;-1.262909
1023;0.023804;-0.241379;-1.287125
1024;-0.027237;-0.167084;-1.013885
1025;0.142105;-0.215286;-0.811966
1026;0.163132;-0.216858;-0.693222
1027;0.120239;-0.244659;-0.651443
1028;0.129684;-0.346115;-0.757095
1029;0.129227;-0.347458;-0.819397
1030;-0.030487;-0.287064;-0.692337
1031;-0.011963;-0.400803;-0.601715
1032;0.122253;-0.504623;-0.707413
1033;0.017349;-0.496124;-0.889374
1034;-0.013992;-0.584290;-1.087479
1035;-0.103775;-0.584808;-1.214050
1036;-0.270538;-0.448624;-1.095062
1037;-0.116272;-0.523590;-1.076202
1038;-0.101471;-0.479111;-1.092667
1039;-0.145248;-0.330719;-0.941177
1040;-0.092209;-0.275940;-0.672165
1041;0.063065;-0.497467;-0.753754
1042;0.058655;-0.383011;-0.822189
1043;-0.083664;-0.326279;-0.702271
1044;0.000305;-0.388260;-0.607300
1045;0.053146;-0.414215;-0.631287
1046;0.041855;-0.458527;-0.734787
1047;0.074844;-0.518753;-0.836075
1048;0.070923;-0.597809;-1.007294
1049;0.013809;-0.619598;-1.064987
1050;-0.008102;-0.617203;-1.114258
1051;0.033905;-0.547638;-1.060669
1052;0.018555;-0.514847;-1.088547
1053;-0.037842;-0.470169;-1.263000
1054;-0.088959;-0.266052;-1.205124
1055;-0.074982;-0.212112;-0.972809
1056;0.033142;-0.192841;-0.717545
1057;0.101944;-0.190872;-0.540329
1058;0.111252;-0.297623;-0.573532
1059;0.094345;-0.378586;-0.701553
1060;0.008316;-0.345139;-0.676636
1061;0.025330;-0.349365;-0.540314
1062;0.107605;-0.430344;-0.540680
1063;0.140213;-0.493530;-0.750900
1064;-0.052750;-0.511520;-1.094208
1065;-0.130646;-0.455582;-1.464844
1066;-0.146027;-0.438766;-1.392151
1067;0.009048;-0.594772;-1.450668
1068;0.138840;-0.507156;-1.567459
1069;-0.111359;-0.314972;-1.106171
1070;-0.005066;-0.404434;-0.708801
1071;0.124100;-0.399475;-0.581909
1072;0.107208;-0.335052;-0.524460
1073;0.028717;-0.251099;-0.446396
1074;0.108032;-0.275299;-0.455612
1075;0.176712;-0.333389;-0.497025
1076;0.132538;-0.390228;-0.582916
1077;0.173874;-0.520172;-0.739655
1078;0.303604;-0.599365;-0.940170
1079;0.218231;-0.597488;-1.074844
1080;0.200287;-0.579758;-1.168076
1081;0.249451;-0.641098;-1.237885
1082;0.331451;-0.724335;-1.335495
1083;0.242569;-0.495071;-1.324554
1084;0.167786;-0.362625;-1.175201
1085;0.162277;-0.338928;-0.937668
1086;0.171906;-0.289566;-0.706238
1087;0.174881;-0.243637;-0.495132
1088;0.242035;-0.336823;-0.525864
1089;0.231827;-0.372314;-0.676956
1090;0.165787;-0.354706;-0.702652
1091;0.106216;-0.406067;-0.606186
1092;0.183670;-0.511490;-0.674545
1093;0.129807;-0.554764;-0.838974
1094;0.097488;-0.594391;-1.102982
1095;0.041336;-0.555832;-1.210861
1096;0.029510;-0.471390;-1.074738
1097;0.078613;-0.532272;-1.003067
1098;0.168365;-0.532455;-1.117538
1099;0.024429;-0.339233;-1.059464
1100;-0.076187;-0.325607;-0.765762
1101;0.083206;-0.520355;-0.681442
1102;0.124207;-0.456497;-0.704788
1103;0.026474;-0.388168;-0.697937
1104;0.052231;-0.367050;-0.645020
1105;0.125381;-0.387543;-0.643387
1106;0.106735;-0.439087;-0.650421
1107;0.126953;-0.554871;-0.796677
1108;0.129410;-0.625916;-0.965591
1109;0.126144;-0.639664;-1.054825
1110;0.110245;-0.610855;-1.097916
1111;0.155121;-0.561722;-1.032028
1112;0.201385;-0.584106;-1.004211
1113;0.228394;-0.696976;-1.248428
1114;0.123901;-0.402252;-1.265533
1115;0.037277;-0.295166;-1.042465
1116;0.096695;-0.333481;-0.751785
1117;0.163879;-0.325912;-0.560074
1118;0.153778;-0.358658;-0.479385
1119;0.167313;-0.444946;-0.527725
1120;0.159042;-0.442734;-0.668121
1121;0.085052;-0.405045;-0.714157
1122;0.105988;-0.410553;-0.683151
1123;0.127014;-0.502853;-0.767426
1124;0.055191;-0.569901;-0.990891
1125;-0.065414;-0.565125;-1.296249
1126;-0.114685;-0.554016;-1.322922
1127;-0.101303;-0.491364;-1.107391
1128;-0.004990;-0.537186;-0.965866
1129;0.079391;-0.513153;-0.987793
1130;-0.031357;-0.395264;-0.946503
1131;-0.088257;-0.362900;-0.798553
1132;0.007523;-0.450470;-0.692322
1133;0.059464;-0.451279;-0.672272
1134;0.032471;-0.372879;-0.618362
1135;0.035233;-0.377243;-0.604340
1136;0.032394;-0.400925;-0.614471
1137;0.013229;-0.435379;-0.716507
1138;0.055786;-0.540604;-0.914398
1139;0.144440;-0.600006;-1.109009
1140;0.136642;-0.545486;-1.152252
1141;0.138016;-0.536896;-1.105835
1142;0.164444;-0.547180;-1.098221
1143;0.177216;-0.557068;-1.066376
1144;0.203949;-0.604401;-1.147415
1145;0.161346;-0.460571;-1.156555
1146;0.088287;-0.370071;-1.000381
1147;0.105377;-0.383469;-0.816757
1148;0.135696;-0.354965;-0.636230
1149;0.141022;-0.353226;-0.518631
1150;0.175903;-0.450577;-0.572891
1151;0.143234;-0.459381;-0.633377
1152;0.130585;-0.417068;-0.606415
1153;0.177704;-0.450089;-0.553772
1154;0.202332;-0.557098;-0.665970
1155;0.100464;-0.578049;-0.933929
1156;-0.019531;-0.581985;-1.209457
1157;-0.077454;-0.556824;-1.234573
1158;-0.069977;-0.498245;-1.099808
1159;0.061401;-0.558670;-1.052414
1160;0.174088;-0.527252;-1.143539
1161;0.023178;-0.350189;-1.074265
1162;-0.085098;-0.311325;-0.823074
1163;0.022369;-0.415298;-0.667465
1164;0.104904;-0.483795;-0.667877
1165;0.066147;-0.367416;-0.623367
1166;0.082428;-0.339401;-0.561905
1167;0.147278;-0.347488;-0.535995
1168;0.214844;-0.392075;-0.602600
1169;0.263077;-0.464981;-0.742599
1170;0.303116;-0.528793;-0.898987
1171;0.306992;-0.594116;-1.047867
1172;0.261002;-0.605896;-1.130402
1173;0.197128;-0.564255;-1.131332
1174;0.259811;-0.608963;-1.062134
1175;0.364914;-0.725098;-1.195755
1176;0.300720;-0.573395;-1.325226
1177;0.116592;-0.363785;-1.218597
1178;0.066650;-0.346924;-0.921783
1179;0.145004;-0.376358;-0.706772
1180;0.115646;-0.328262;-0.530884
1181;0.110107;-0.350433;-0.423706
1182;0.198349;-0.473404;-0.493271
1183;0.223343;-0.467850;-0.618179
1184;0.165268;-0.389450;-0.633209
1185;0.216736;-0.412613;-0.565292
1186;0.312180;-0.532089;-0.676453
1187;0.273590;-0.639572;-1.040070
1188;0.203598;-0.663879;-1.439972
1189;0.029129;-0.493362;-1.372528
1190;0.030670;-0.500259;-1.019470
1191;0.235001;-0.555191;-0.917465
1192;0.263153;-0.454773;-1.012421
1193;0.039078;-0.257645;-0.967987
1194;0.015717;-0.340866;-0.816559
1195;0.155685;-0.446381;-0.697037
1196;0.093765;-0.400284;-0.574387
1197;0.089340;-0.390533;-0.465485
1198;0.114502;-0.414185;-0.439484
1199;0.129257;-0.446701;-0.510681
1200;0.142868;-0.499680;-0.638367
1201;0.220596;-0.620972;-0.859741
1202;0.293533;-0.651550;-1.074509
1203;0.238541;-0.613785;-1.195709
1204;0.103622;-0.570312;-1.273285
1205;-0.019196;-0.504181;-1.295303
1206;0.052475;-0.456970;-1.198135
1207;0.115677;-0.413452;-1.134918
1208;0.131378;-0.324936;-1.063766
1209;0.131012;-0.282166;-0.925446
1210;0.137360;-0.343445;-0.750076
1211;0.145584;-0.355301;-0.582977
1212;0.171051;-0.371475;-0.473816
1213;0.223862;-0.423691;-0.465591
1214;0.218460;-0.428253;-0.605499
1215;0.127579;-0.391998;-0.635315
1216;0.100937;-0.412231;-0.612228
1217;0.137268;-0.553421;-0.672379
1218;0.098846;-0.664154;-0.914154
1219;-0.009933;-0.599731;-1.177399
1220;-0.013229;-0.569702;-1.267731
1221;-0.057556;-0.487595;-1.200897
1222;0.024551;-0.520065;-1.159531
1223;0.185364;-0.551239;-1.249207
1224;0.097290;-0.386032;-1.187454
1225;-0.067566;-0.289413;-0.926193
1226;-0.093384;-0.437134;-0.677185
1227;0.066696;-0.534836;-0.656448
1228;0.015015;-0.408676;-0.535233
1229;-0.057907;-0.306335;-0.479782
1230;0.072159;-0.333542;-0.516754
1231;0.127808;-0.409821;-0.616608
1232;0.100525;-0.442566;-0.704208
1233;0.257919;-0.557785;-0.901459
1234;0.271317;-0.601517;-1.105804
1235;0.134811;-0.548706;-1.158478
1236;0.199463;-0.504395;-1.102112
1237;0.216934;-0.528305;-1.073853
1238;0.337296;-0.603241;-1.240143
1239;0.234787;-0.354630;-1.249817
1240;0.148880;-0.275681;-1.047775
1241;0.202576;-0.332916;-0.869064
1242;0.196854;-0.293915;-0.707932
1243;0.218826;-0.300034;-0.551468
1244;0.292160;-0.453094;-0.560074
1245;0.330124;-0.480042;-0.756195
1246;0.208862;-0.371902;-0.760193
1247;0.136002;-0.360489;-0.618286
1248;0.165359;-0.433746;-0.664612
1249;0.022369;-0.450638;-0.852356
1250;-0.096863;-0.429108;-1.092987
1251;-0.090210;-0.483780;-1.236984
1252;-0.000702;-0.478271;-1.128189
1253;0.076721;-0.540848;-1.082703
1254;0.309937;-0.600143;-1.151367
1255;0.220444;-0.409714;-0.996246
1256;0.124786;-0.373413;-0.728729
1257;0.236130;-0.509506;-0.632797
1258;0.258240;-0.483078;-0.600296
1259;0.145325;-0.443039;-0.562637
1260;0.030457;-0.456802;-0.514206
1261;0.066299;-0.456299;-0.514694
1262;0.152039;-0.474548;-0.642700
1263;0.290985;-0.567459;-0.962372
1264;0.267044;-0.468231;-1.255447
1265;0.102142;-0.414932;-1.261200
1266;0.095154;-0.456451;-1.178894
1267;0.058090;-0.458008;-1.095276
1268;0.096832;-0.515579;-1.094620
1269;0.179810;-0.524063;-1.203949
1270;0.119247;-0.371246;-1.161179
1271;0.030884;-0.330811;-0.938889
1272;0.068665;-0.322922;-0.723419
1273;0.095306;-0.300766;-0.566772
1274;0.104385;-0.343781;-0.480743
1275;0.154083;-0.440826;-0.643387
1276;0.114990;-0.366287;-0.874176
1277;0.165985;-0.385757;-0.783203
1278;0.177628;-0.433670;-0.648285
1279;0.218857;-0.525696;-0.716812
1280;0.183685;-0.585251;-0.887985
1281;0.137238;-0.496475;-1.101913
1282;0.045654;-0.375839;-1.190735
1283;-0.015930;-0.398605;-1.135101
1284;0.090729;-0.538116;-1.218948
1285;0.115692;-0.407242;-1.333862
1286;-0.068649;-0.217148;-1.034988
1287;-0.085617;-0.223099;-0.731583
1288;0.119247;-0.392822;-0.769928
1289;0.075104;-0.279266;-0.789658
1290;0.062057;-0.201096;-0.707596
1291;0.085846;-0.263763;-0.666473
1292;0.170395;-0.296219;-0.649124
1293;0.212631;-0.374084;-0.740143
1294;0.248856;-0.467133;-0.941299
1295;0.203064;-0.482513;-1.074463
1296;0.116608;-0.458054;-1.125961
1297;0.096085;-0.450760;-1.129578
1298;0.170334;-0.419830;-1.064590
1299;0.222473;-0.421341;-1.137512
1300;0.179962;-0.280838;-1.248611
1301;0.094559;-0.080490;-1.117691
1302;0.079529;-0.108444;-0.910782
1303;0.223099;-0.219666;-0.800766
1304;0.261703;-0.189316;-0.637436
1305;0.235703;-0.289246;-0.588928
1306;0.330887;-0.408768;-0.718643
1307;0.237549;-0.347031;-0.757065
1308;0.150711;-0.321335;-0.687332
1309;0.254379;-0.414261;-0.689682
1310;0.273529;-0.469757;-0.804916
1311;0.176086;-0.483566;-1.051971
1312;0.100464;-0.481735;-1.252533
1313;0.031052;-0.437180;-1.186188
1314;0.119415;-0.493011;-1.097427
1315;0.258133;-0.559204;-1.239105
1316;0.038727;-0.378799;-1.185883
1317;-0.178497;-0.319931;-0.954544
1318;0.001297;-0.406570;-0.782043
1319;0.145630;-0.424683;-0.709244
1320;0.068008;-0.310104;-0.585205
1321;0.101746;-0.284836;-0.484909
1322;0.168015;-0.310974;-0.480820
1323;0.173859;-0.342117;-0.505859
1324;0.228607;-0.481262;-0.673004
1325;0.409286;-0.624649;-0.985657
1326;0.378922;-0.573746;-1.208679
1327;0.222610;-0.583038;-1.194550
1328;0.261856;-0.639450;-1.123169
1329;0.126663;-0.581970;-1.048798
1330;0.185730;-0.580185;-1.075974
1331;0.186127;-0.428680;-1.095200
1332;0.130020;-0.299454;-0.966736
1333;0.171036;-0.271179;-0.799332
1334;0.216370;-0.318665;-0.654877
1335;0.214310;-0.322617;-0.527664
1336;0.251389;-0.448639;-0.591461
1337;0.245956;-0.427841;-0.723373
1338;0.179703;-0.341095;-0.736572
1339;0.166733;-0.351044;-0.638672
1340;0.233932;-0.457504;-0.656815
1341;0.174194;-0.623871;-0.867844
1342;0.055069;-0.745178;-1.276871
1343;-0.141693;-0.664017;-1.405563
1344;-0.234146;-0.494354;-1.111816
1345;-0.074982;-0.495743;-0.949341
1346;0.143036;-0.473663;-1.048737
1347;0.068314;-0.299759;-1.045563
1348;-0.097122;-0.165802;-0.864975
1349;-0.040955;-0.253693;-0.764252
1350;0.085251;-0.355148;-0.708450
1351;0.045441;-0.355591;-0.625107
1352;0.061478;-0.315994;-0.553467
1353;0.117905;-0.349472;-0.574875
1354;0.118271;-0.395584;-0.657440
1355;0.122681;-0.458572;-0.864075
1356;0.180969;-0.484406;-1.066406
1357;0.214584;-0.495682;-1.232025
1358;0.144730;-0.452423;-1.264084
1359;0.150055;-0.454971;-1.239517
1360;0.166687;-0.466293;-1.157440
1361;0.190598;-0.510101;-1.225922
1362;0.155762;-0.370682;-1.279282
1363;0.017593;-0.196487;-1.096634
1364;-0.040436;-0.171921;-0.809311
1365;0.101852;-0.243134;-0.643646
1366;0.150574;-0.266068;-0.505707
1367;0.159058;-0.368820;-0.515289
1368;0.231934;-0.485550;-0.698868
1369;0.175232;-0.395477;-0.765808
1370;0.085526;-0.368118;-0.722748
1371;0.200195;-0.467270;-0.761993
1372;0.132309;-0.477234;-0.974442
1373;-0.080338;-0.426620;-1.262756
1374;-0.047165;-0.374863;-1.376175
1375;-0.035187;-0.257904;-1.211594
1376;0.043060;-0.284454;-1.029785
1377;0.140671;-0.306061;-0.984619
1378;0.108856;-0.280090;-0.966690
1379;0.011078;-0.277222;-0.894760
1380;0.115814;-0.397461;-0.844467
1381;0.157516;-0.357559;-0.751846
1382;0.053162;-0.289139;-0.596848
1383;0.104767;-0.340561;-0.537628
1384;0.128326;-0.344727;-0.605469
1385;0.124329;-0.350601;-0.701157
1386;0.225769;-0.439774;-0.903534
1387;0.352249;-0.479889;-1.155731
1388;0.279251;-0.442062;-1.240158
1389;0.203674;-0.421402;-1.184250
1390;0.210480;-0.441864;-1.103241
1391;0.215958;-0.475128;-1.017838
1392;0.283630;-0.533081;-1.168961
1393;0.251053;-0.384827;-1.281738
1394;0.109985;-0.226807;-1.153168
1395;0.073456;-0.245697;-0.862045
1396;0.195938;-0.301208;-0.606415
1397;0.209534;-0.346664;-0.445465
1398;0.281311;-0.467712;-0.500290
1399;0.311539;-0.470856;-0.632111
1400;0.201050;-0.378342;-0.726562
1401;0.078690;-0.327164;-0.748566
1402;0.063171;-0.367035;-0.805466
1403;-0.039383;-0.416687;-0.976852
1404;-0.068726;-0.478622;-1.311493
1405;-0.131866;-0.350037;-1.420792
1406;-0.139252;-0.329224;-1.115021
1407;0.169144;-0.432861;-1.083572
1408;0.078400;-0.256668;-1.049820
1409;-0.090195;-0.192810;-0.868469
1410;0.006241;-0.304047;-0.689453
1411;0.116333;-0.400070;-0.673325
1412;0.059708;-0.370163;-0.602219
1413;0.044312;-0.380386;-0.569016
1414;0.068054;-0.300278;-0.650330
1415;0.079437;-0.330399;-0.737747
1416;0.121429;-0.418915;-0.876343
1417;0.221222;-0.449081;-1.060425
1418;0.236420;-0.438232;-1.117599
1419;0.107391;-0.382568;-1.199921
1420;0.027206;-0.384125;-1.256012
1421;0.037964;-0.453461;-1.279037
1422;0.097961;-0.492661;-1.333603
1423;-0.003601;-0.301010;-1.259720
1424;-0.085541;-0.215027;-1.015335
1425;-0.010849;-0.260483;-0.826630
1426;0.107452;-0.320938;-0.713669
1427;0.111862;-0.293655;-0.616989
1428;0.151901;-0.380692;-0.647720
1429;0.205093;-0.437424;-0.763474
1430;0.130798;-0.345154;-0.763962
1431;0.212234;-0.433228;-0.748108
1432;0.329498;-0.481400;-0.802933
