index;x;y;z
1433;0.231018;-0.446487;-0.958008
1434;0.008575;-0.474960;-1.295120
1435;-0.123123;-0.394226;-1.401703
1436;-0.101181;-0.344101;-1.200348
1437;0.101791;-0.429535;-1.095352
1438;0.102463;-0.320938;-1.140884
1439;-0.117218;-0.170761;-0.916931
1440;-0.117065;-0.264984;-0.694702
1441;0.126953;-0.497665;-0.762985
1442;0.088318;-0.396698;-0.678879
1443;0.026718;-0.331909;-0.567230
1444;0.133896;-0.349350;-0.552460
1445;0.141617;-0.384094;-0.570709
1446;0.162735;-0.441055;-0.639481
1447;0.262283;-0.574310;-0.831268
1448;0.342957;-0.621750;-1.056488
1449;0.186935;-0.505310;-1.176895
1450;0.135117;-0.484680;-1.238876
1451;0.147736;-0.419189;-1.137802
1452;0.207474;-0.534561;-1.135605
1453;0.168381;-0.545471;-1.166107
1454;0.039490;-0.404190;-1.084747
1455;-0.094635;-0.387466;-0.937668
1456;0.017197;-0.481598;-0.825104
1457;0.076706;-0.445618;-0.686829
1458;0.106064;-0.470947;-0.671509
1459;0.143082;-0.490768;-0.834717
1460;0.095398;-0.442245;-0.901718
1461;-0.042175;-0.321793;-0.832352
1462;-0.069565;-0.308121;-0.841217
1463;-0.068466;-0.317383;-0.855362
1464;-0.106705;-0.404175;-0.990051
1465;-0.136429;-0.472153;-1.200119
1466;-0.283264;-0.340897;-1.132950
1467;-0.148560;-0.364212;-1.059158
1468;0.006714;-0.431717;-1.052643
1469;-0.084198;-0.297791;-0.898514
1470;-0.109253;-0.257874;-0.681137
1471;0.032761;-0.406631;-0.743942
1472;0.042999;-0.427597;-0.709076
1473;-0.011230;-0.380402;-0.589096
1474;0.019470;-0.369247;-0.530930
1475;0.053696;-0.410843;-0.551361
1476;0.075302;-0.419769;-0.545517
1477;0.131653;-0.496872;-0.714340
1478;0.184387;-0.554077;-0.971634
1479;0.183319;-0.489517;-1.224533
1480;0.062759;-0.452927;-1.331833
1481;0.107529;-0.440842;-1.313248
1482;0.185898;-0.472366;-1.311020
1483;0.176926;-0.395889;-1.286499
1484;0.077591;-0.255783;-1.134949
1485;0.072540;-0.252213;-0.947479
1486;0.092773;-0.254318;-0.776932
1487;0.126740;-0.235535;-0.620819
1488;0.131119;-0.262894;-0.487473
1489;0.182739;-0.394073;-0.605637
1490;0.220367;-0.410019;-0.816742
1491;0.118729;-0.327362;-0.833344
1492;0.185532;-0.321167;-0.789047
1493;0.211624;-0.357315;-0.775940
1494;0.139359;-0.379333;-1.048828
1495;-0.001587;-0.303635;-1.337875
1496;-0.020538;-0.179199;-1.366669
1497;0.053055;-0.263306;-1.188080
1498;0.310059;-0.325974;-1.242035
1499;0.232422;-0.185608;-1.170898
1500;0.070648;-0.173126;-0.926437
1501;0.046127;-0.301758;-0.716492
1502;0.162231;-0.447235;-0.705215
1503;0.146530;-0.373352;-0.636810
1504;0.065445;-0.318222;-0.549469
1505;0.098663;-0.311493;-0.569061
1506;0.086517;-0.308716;-0.635437
1507;0.004883;-0.289963;-0.803528
1508;0.046570;-0.350845;-1.024384
1509;0.166565;-0.367722;-1.211914
1510;0.150925;-0.373199;-1.229202
1511;0.213699;-0.405472;-1.236282
1512;0.266235;-0.439453;-1.143219
1513;0.386246;-0.618622;-1.302933
1514;0.337433;-0.403091;-1.365967
1515;0.088745;-0.196259;-1.102875
1516;0.037140;-0.226410;-0.858704
1517;0.099960;-0.294907;-0.687302
1518;0.144119;-0.283798;-0.503387
1519;0.176285;-0.397766;-0.497818
1520;0.234802;-0.488266;-0.670074
1521;0.212311;-0.392487;-0.733643
1522;0.145477;-0.387009;-0.713974
1523;0.185944;-0.490143;-0.696457
1524;0.141129;-0.546692;-0.858017
1525;-0.000931;-0.552429;-1.130692
1526;0.016479;-0.467346;-1.251968
1527;-0.030014;-0.431473;-1.124298
1528;0.039948;-0.458557;-0.988739
1529;0.171097;-0.480560;-1.018616
1530;0.098770;-0.436096;-0.941360
1531;0.101288;-0.520203;-0.798828
1532;0.220978;-0.551025;-0.795746
1533;0.147797;-0.438263;-0.747528
1534;0.033829;-0.342941;-0.666183
1535;0.009460;-0.285873;-0.603241
1536;0.025009;-0.261139;-0.523346
1537;0.143936;-0.384445;-0.628021
1538;0.226242;-0.628113;-0.805161
1539;0.185471;-0.703995;-1.026642
1540;0.009476;-0.592590;-1.177704
1541;-0.100449;-0.557632;-1.144653
1542;-0.022842;-0.633408;-1.019257
1543;0.059265;-0.712524;-1.041580
1544;0.098038;-0.675705;-1.166046
1545;0.090637;-0.507141;-1.094711
1546;0.109497;-0.485260;-0.846741
1547;0.134644;-0.467728;-0.676788
1548;0.166885;-0.417984;-0.492294
1549;0.229797;-0.526688;-0.507446
1550;0.257843;-0.554199;-0.617538
1551;0.142624;-0.408707;-0.644241
1552;0.094284;-0.430038;-0.608414
1553;0.212692;-0.575348;-0.676620
1554;0.067963;-0.572983;-0.916534
1555;-0.040833;-0.516052;-1.222336
1556;-0.100616;-0.363113;-1.276764
1557;0.017456;-0.416382;-1.104126
1558;0.204926;-0.447021;-1.086609
1559;0.135117;-0.268967;-1.061584
1560;0.021759;-0.194550;-0.808594
1561;0.087387;-0.337463;-0.608215
1562;0.266586;-0.504593;-0.678848
1563;0.241684;-0.379990;-0.713669
1564;0.163834;-0.307404;-0.719681
1565;0.220367;-0.362991;-0.690231
1566;0.223373;-0.399399;-0.765656
1567;0.212006;-0.409607;-0.947784
1568;0.283585;-0.483047;-1.195633
1569;0.150803;-0.500824;-1.332458
1570;0.060181;-0.470551;-1.294098
1571;0.161545;-0.455917;-1.115448
1572;0.174408;-0.514511;-0.957642
1573;0.185638;-0.504364;-0.918457
1574;0.091736;-0.427032;-0.971664
1575;0.135635;-0.449402;-1.030060
1576;0.172623;-0.359497;-0.896011
1577;0.185211;-0.251328;-0.685593
1578;0.177261;-0.236328;-0.453171
1579;0.214218;-0.326370;-0.364105
1580;0.371979;-0.388321;-0.522766
1581;0.337418;-0.359467;-0.760040
1582;0.199112;-0.332489;-0.921371
1583;0.280685;-0.431915;-0.921234
1584;0.240372;-0.449966;-1.078583
1585;0.265915;-0.449005;-1.383865
1586;0.164093;-0.285248;-1.430542
1587;0.206879;-0.353317;-1.157974
1588;0.486832;-0.459412;-1.091599
1589;0.285095;-0.183884;-0.985657
1590;0.082291;-0.145813;-0.695816
1591;0.248795;-0.379410;-0.647415
1592;0.267166;-0.367538;-0.625763
1593;0.113663;-0.312454;-0.619812
1594;0.105942;-0.331314;-0.605820
1595;0.183228;-0.348282;-0.654114
1596;0.202896;-0.367020;-0.732071
1597;0.226151;-0.461487;-0.881302
1598;0.319778;-0.599075;-1.037399
1599;0.339676;-0.616623;-1.164993
1600;0.249649;-0.574905;-1.185226
1601;0.256790;-0.571350;-1.109787
1602;0.232544;-0.534058;-0.985611
1603;0.259857;-0.502213;-0.987411
1604;0.192291;-0.279968;-0.949387
1605;0.080078;-0.169571;-0.788528
1606;0.210449;-0.291748;-0.744736
1607;0.262756;-0.279449;-0.659958
1608;0.242920;-0.301346;-0.616074
1609;0.288651;-0.416061;-0.693893
1610;0.265686;-0.387131;-0.747391
1611;0.195862;-0.362335;-0.814148
1612;0.177704;-0.383774;-0.916763
1613;0.147079;-0.457306;-1.038055
1614;0.045624;-0.410187;-1.193390
1615;-0.000290;-0.451538;-1.333954
1616;-0.105316;-0.266876;-1.183624
1617;0.035706;-0.338608;-0.969193
1618;0.327682;-0.452606;-1.068863
1619;0.186111;-0.334595;-1.047104
1620;-0.022324;-0.258484;-0.783203
1621;0.012589;-0.377411;-0.614594
1622;0.158798;-0.550781;-0.685181
1623;0.139252;-0.440353;-0.711548
1624;0.070099;-0.352783;-0.742630
1625;0.158737;-0.288147;-0.741257
1626;0.218979;-0.262436;-0.826691
1627;0.262314;-0.381378;-0.987808
1628;0.396591;-0.408310;-1.167740
1629;0.250916;-0.361633;-1.244171
1630;0.239975;-0.277039;-1.253632
1631;0.128601;-0.251099;-1.145889
1632;0.095490;-0.328354;-1.011734
1633;0.204147;-0.369263;-1.090820
1634;0.139832;-0.241867;-1.066956
1635;0.046997;-0.243912;-0.834427
1636;0.177765;-0.341827;-0.718445
1637;0.201157;-0.305954;-0.604141
1638;0.145157;-0.369263;-0.556732
1639;0.204941;-0.544159;-0.726028
1640;0.179932;-0.519806;-0.865601
1641;0.077896;-0.443741;-0.821793
1642;0.084610;-0.487198;-0.771011
1643;0.105362;-0.513306;-0.890762
1644;0.013870;-0.469437;-1.083466
1645;-0.008896;-0.467102;-1.237564
1646;-0.087296;-0.432373;-1.199829
1647;-0.004349;-0.449966;-1.048264
1648;0.140808;-0.422363;-0.986008
1649;0.116333;-0.343399;-0.951965
1650;-0.019409;-0.340591;-0.807831
1651;0.013260;-0.444855;-0.684204
1652;0.054184;-0.502640;-0.668625
1653;0.050034;-0.427582;-0.658142
1654;-0.003311;-0.373917;-0.613190
1655;0.029404;-0.383240;-0.610535
1656;0.058594;-0.419083;-0.677429
1657;0.046738;-0.545700;-0.848801
1658;0.120026;-0.667206;-1.067230
1659;0.115204;-0.622055;-1.256653
1660;0.030655;-0.547882;-1.252655
1661;0.107468;-0.482056;-1.169235
1662;0.130157;-0.468201;-1.028839
1663;0.205841;-0.453171;-0.991745
1664;0.155045;-0.359497;-1.001831
1665;0.136765;-0.316956;-0.930542
1666;0.103806;-0.305908;-0.808304
1667;0.103851;-0.297989;-0.633606
1668;0.139252;-0.373520;-0.580795
1669;0.160049;-0.455032;-0.638687
1670;0.157410;-0.459747;-0.731689
1671;0.095673;-0.405350;-0.784882
1672;0.053925;-0.460587;-0.879242
1673;0.084717;-0.470367;-1.007004
1674;-0.011795;-0.416885;-1.176666
1675;-0.239487;-0.327576;-1.237350
1676;-0.182190;-0.327438;-1.174942
1677;-0.098450;-0.338791;-1.020065
1678;0.001999;-0.355835;-0.941269
1679;0.022263;-0.285538;-0.927216
1680;-0.092453;-0.215942;-0.801666
1681;-0.100250;-0.278564;-0.643982
1682;0.053513;-0.421204;-0.659561
1683;0.006531;-0.363342;-0.655304
1684;-0.049637;-0.405807;-0.749359
1685;-0.031494;-0.390121;-0.805496
1686;-0.050140;-0.416534;-0.916855
1687;-0.105743;-0.444489;-0.988922
1688;-0.076096;-0.478119;-1.085419
1689;-0.014359;-0.469910;-1.140182
1690;-0.106216;-0.407043;-1.173416
1691;-0.026367;-0.419632;-1.133148
1692;0.129974;-0.498810;-1.157822
1693;0.127274;-0.476440;-1.318985
1694;0.044144;-0.327515;-1.290695
1695;0.039062;-0.223038;-1.034439
1696;0.085144;-0.250153;-0.814743
1697;0.128143;-0.281845;-0.681946
1698;0.140396;-0.358231;-0.633377
1699;0.162979;-0.414932;-0.730011
1700;0.235153;-0.498749;-0.918030
1701;0.208115;-0.420929;-1.007629
1702;0.138290;-0.283813;-0.893127
1703;0.069214;-0.306183;-0.858093
1704;-0.038315;-0.327057;-0.975372
1705;-0.105301;-0.361023;-1.149963
1706;-0.186447;-0.334457;-1.119049
1707;-0.269318;-0.268463;-0.977798
1708;-0.113541;-0.407440;-1.041718
1709;-0.171570;-0.368164;-1.020615
1710;-0.334198;-0.323410;-0.767899
1711;-0.369415;-0.322235;-0.582611
1712;-0.153458;-0.582855;-0.726639
1713;-0.023239;-0.513733;-0.684662
1714;-0.054901;-0.451309;-0.557022
1715;-0.065231;-0.498413;-0.585175
1716;-0.017929;-0.576447;-0.615494
1717;0.009521;-0.660141;-0.689743
1718;0.023163;-0.750946;-0.789749
1719;0.049469;-0.801758;-0.945465
1720;0.011658;-0.771973;-1.043900
1721;-0.099182;-0.669769;-0.993469
1722;0.041199;-0.636429;-1.007904
1723;0.061539;-0.560898;-1.012192
1724;-0.028503;-0.454117;-0.954788
1725;-0.011063;-0.428726;-0.955566
1726;-0.022522;-0.410675;-0.874344
1727;0.006805;-0.356888;-0.690308
1728;0.054062;-0.349884;-0.514862
1729;0.036850;-0.396347;-0.555832
1730;0.116928;-0.471741;-0.648453
1731;0.093826;-0.532318;-0.646576
1732;0.089676;-0.553680;-0.654663
1733;0.151901;-0.629913;-0.672195
1734;0.185776;-0.714508;-0.772385
1735;0.121155;-0.746613;-0.962891
1736;-0.097580;-0.698441;-1.150208
1737;-0.098251;-0.609970;-1.215134
1738;0.005737;-0.582642;-1.305328
1739;-0.127426;-0.302750;-1.117493
1740;-0.193497;-0.189117;-0.743561
1741;-0.102341;-0.351440;-0.817307
1742;0.046173;-0.386444;-0.824371
1743;-0.024933;-0.266418;-0.716812
1744;-0.041290;-0.278488;-0.587646
1745;0.036423;-0.360367;-0.559128
1746;0.063004;-0.406815;-0.573135
1747;0.045990;-0.476379;-0.682800
1748;0.184235;-0.582413;-0.984406
1749;0.126938;-0.561935;-1.285965
1750;-0.000549;-0.432968;-1.378540
1751;0.098404;-0.425049;-1.307220
1752;0.154663;-0.455139;-1.211182
1753;0.226746;-0.419189;-1.329132
1754;0.212372;-0.344666;-1.331299
1755;0.165985;-0.281860;-1.096680
1756;0.195587;-0.213989;-0.789413
1757;0.152725;-0.139297;-0.513367
1758;0.068161;-0.061050;-0.390213
1759;0.171204;-0.248093;-0.535583
1760;0.308777;-0.432983;-0.638489
1761;0.231125;-0.366241;-0.639069
1762;0.111237;-0.344559;-0.584839
1763;0.199188;-0.456146;-0.630997
1764;0.245255;-0.559448;-0.849503
1765;0.109283;-0.530350;-1.233536
1766;-0.010010;-0.462936;-1.413269
1767;0.011215;-0.453949;-1.327545
1768;0.253342;-0.570602;-1.273926
1769;0.192352;-0.431625;-1.221130
1770;0.027756;-0.308716;-0.946854
1771;0.019867;-0.355087;-0.666214
1772;0.136734;-0.439819;-0.619522
1773;0.143341;-0.362335;-0.609039
1774;0.081787;-0.340454;-0.590622
1775;0.125031;-0.372650;-0.594223
1776;0.137589;-0.379150;-0.622131
1777;0.094421;-0.422043;-0.745193
1778;0.122330;-0.511871;-0.909332
1779;0.143875;-0.566208;-1.104279
1780;0.008987;-0.500641;-1.261215
1781;0.015671;-0.457153;-1.319397
1782;0.118698;-0.495041;-1.222031
1783;0.255844;-0.560150;-1.320541
1784;0.147202;-0.337692;-1.285980
1785;0.077545;-0.248093;-1.026382
1786;0.161102;-0.323761;-0.807800
1787;0.190582;-0.311584;-0.691269
1788;0.144089;-0.279221;-0.530182
1789;0.116425;-0.386261;-0.500595
1790;0.187790;-0.545288;-0.701385
1791;0.130890;-0.455673;-0.868149
1792;-0.055542;-0.343430;-0.840347
1793;0.062271;-0.414246;-0.789764
1794;0.091812;-0.498184;-0.910126
1795;0.006470;-0.546188;-1.242584
1796;-0.049713;-0.454590;-1.398102
1797;-0.061783;-0.441910;-1.212692
1798;0.226334;-0.575714;-1.097580
1799;0.155197;-0.482651;-1.166306
1800;-0.101242;-0.268875;-0.966965
1801;-0.023392;-0.288330;-0.580750
1802;0.256058;-0.472000;-0.613068
1803;0.172165;-0.401474;-0.557068
1804;0.099503;-0.308517;-0.519485
1805;0.124771;-0.337845;-0.480484
1806;0.114441;-0.384933;-0.506714
1807;0.101196;-0.451111;-0.661209
1808;0.159714;-0.576843;-0.857788
1809;0.249878;-0.704941;-1.104324
1810;0.136871;-0.713013;-1.195435
1811;0.151550;-0.648926;-1.158432
1812;0.158401;-0.631897;-1.037735
1813;0.244888;-0.635941;-0.974243
1814;0.294327;-0.552429;-1.015350
1815;0.276352;-0.430634;-1.010895
1816;0.201096;-0.325485;-0.854523
1817;0.124374;-0.323746;-0.662720
1818;0.183975;-0.341507;-0.518143
1819;0.128250;-0.419769;-0.502670
1820;0.204987;-0.497925;-0.651779
1821;0.187347;-0.503052;-0.759048
1822;0.141708;-0.454147;-0.687317
1823;0.221573;-0.528839;-0.632965
1824;0.289261;-0.672256;-0.815887
1825;0.200821;-0.702271;-1.185745
1826;0.029022;-0.607483;-1.376648
1827;-0.105164;-0.530685;-1.224060
1828;-0.075745;-0.610596;-1.073288
1829;0.033646;-0.587540;-1.077652
1830;-0.043640;-0.385483;-0.963242
1831;-0.073486;-0.283707;-0.633026
1832;0.024033;-0.384857;-0.478516
1833;0.210098;-0.532455;-0.499146
1834;0.159988;-0.422180;-0.511902
1835;0.075180;-0.371506;-0.531387
1836;0.073181;-0.421768;-0.558945
1837;0.104233;-0.482529;-0.632095
1838;0.054337;-0.568710;-0.792099
1839;0.064102;-0.857544;-1.007782
1840;0.206299;-0.905106;-1.140671
1841;0.044296;-0.835068;-1.120682
1842;0.093140;-0.742416;-1.058456
1843;0.218216;-0.721558;-1.035141
1844;0.192581;-0.637390;-1.118332
1845;0.077072;-0.411560;-1.008469
1846;0.066101;-0.355453;-0.805954
1847;0.110443;-0.387207;-0.693542
1848;0.113632;-0.353424;-0.565109
1849;0.120010;-0.374451;-0.485672
1850;0.086288;-0.523956;-0.533463
1851;0.146881;-0.627731;-0.691452
1852;0.122543;-0.575073;-0.762039
1853;0.100494;-0.558258;-0.711563
1854;0.197983;-0.668396;-0.751999
1855;0.175903;-0.689178;-0.932388
1856;-0.036804;-0.626999;-1.173828
1857;-0.127487;-0.493271;-1.178162
1858;-0.047028;-0.484161;-1.047379
1859;0.105713;-0.533676;-1.049225
1860;0.056229;-0.465561;-1.056046
1861;-0.045898;-0.353271;-0.889481
1862;-0.063873;-0.431824;-0.734863
1863;0.065704;-0.547760;-0.709808
1864;0.060989;-0.498642;-0.639328
1865;0.001633;-0.443878;-0.589813
1866;0.024231;-0.451645;-0.579712
1867;0.018234;-0.456802;-0.585312
1868;0.010330;-0.531113;-0.639252
1869;0.089661;-0.662796;-0.809830
1870;0.066360;-0.746506;-1.007767
1871;-0.038498;-0.722137;-1.105881
1872;0.026657;-0.724808;-1.104767
1873;0.166519;-0.601318;-1.007629
1874;0.306320;-0.554550;-0.985977
1875;0.310059;-0.496353;-1.125854
1876;0.098785;-0.273071;-1.026276
1877;0.057587;-0.237442;-0.864227
1878;0.151718;-0.330780;-0.754715
1879;0.146652;-0.353287;-0.614639
1880;0.110596;-0.375168;-0.510269
1881;0.233032;-0.524536;-0.623505
1882;0.236435;-0.521790;-0.742599
1883;0.119156;-0.473389;-0.703979
1884;0.178314;-0.569427;-0.722015
1885;0.214905;-0.683426;-0.872070
1886;0.099472;-0.724411;-1.059921
1887;0.087662;-0.771255;-1.170334
1888;0.040588;-0.628464;-1.088089
1889;0.093033;-0.618088;-0.926727
1890;0.225189;-0.604660;-0.950485
1891;0.106445;-0.475067;-0.924728
1892;-0.024704;-0.378342;-0.751602
1893;0.029755;-0.490601;-0.647385
1894;0.148895;-0.527008;-0.662384
1895;0.067352;-0.430496;-0.614639
1896;0.050827;-0.402176;-0.555145
1897;0.125153;-0.435257;-0.576569
1898;0.132874;-0.463272;-0.638916
1899;0.128922;-0.528458;-0.758240
1900;0.217651;-0.707458;-0.946579
1901;0.227585;-0.770889;-1.071320
1902;0.108582;-0.716614;-1.089264
1903;0.164215;-0.684357;-1.049942
1904;0.224823;-0.641907;-0.972168
1905;0.328674;-0.644867;-1.026810
1906;0.269119;-0.504684;-1.070282
1907;0.140915;-0.350235;-0.915192
1908;0.153214;-0.380814;-0.797134
1909;0.186035;-0.394318;-0.697433
1910;0.146912;-0.359192;-0.552658
1911;0.150284;-0.441223;-0.521729
1912;0.238724;-0.549377;-0.692169
1913;0.151001;-0.490723;-0.765839
1914;0.097031;-0.465042;-0.658173
1915;0.206711;-0.557251;-0.595490
1916;0.277710;-0.663147;-0.740921
1917;0.222046;-0.759705;-1.038452
1918;0.060699;-0.668091;-1.258484
1919;0.007736;-0.580566;-1.113083
1920;0.150940;-0.651886;-1.007645
1921;0.241501;-0.558746;-1.044189
1922;0.110062;-0.374588;-0.938202
1923;0.074203;-0.382538;-0.774597
1924;0.191605;-0.542740;-0.773270
1925;0.140015;-0.485687;-0.725174
1926;0.016479;-0.462936;-0.631287
1927;0.076538;-0.453354;-0.615616
1928;0.108719;-0.473572;-0.629791
1929;0.096115;-0.478775;-0.623199
1930;0.128799;-0.544510;-0.674332
1931;0.189850;-0.626740;-0.750656
1932;0.124786;-0.663879;-0.801788
1933;0.118576;-0.695221;-0.828979
1934;0.144226;-0.758682;-0.899475
1935;0.125122;-0.697952;-0.910095
1936;0.200180;-0.644653;-0.891876
1937;0.191925;-0.598267;-0.905655
1938;0.181915;-0.565292;-0.918915
1939;0.289246;-0.558640;-0.988983
1940;0.273331;-0.480469;-0.928329
1941;0.226379;-0.411011;-0.809387
1942;0.212280;-0.407166;-0.689178
1943;0.255264;-0.424667;-0.565140
1944;0.250793;-0.506760;-0.556839
1945;0.258514;-0.639389;-0.715652
1946;0.256134;-0.611664;-0.789673
1947;0.161575;-0.574554;-0.696701
1948;0.177719;-0.667725;-0.716965
1949;0.132797;-0.644302;-0.830902
1950;-0.101425;-0.464340;-0.907928
1951;-0.028595;-0.545807;-0.999710
1952;0.144135;-0.611908;-1.047424
1953;0.101715;-0.664169;-0.968262
1954;0.211777;-0.704025;-0.998566
1955;0.194595;-0.574203;-0.982391
1956;0.088806;-0.409256;-0.833572
1957;0.043060;-0.381882;-0.669373
1958;0.103577;-0.456894;-0.593262
1959;0.163986;-0.500397;-0.623566
1960;0.104630;-0.477692;-0.660919
1961;0.083771;-0.454712;-0.661423
1962;0.097412;-0.435623;-0.639938
1963;0.102005;-0.468964;-0.690308
1964;0.102982;-0.567566;-0.818924
1965;0.150635;-0.642883;-0.971268
1966;0.156906;-0.683853;-1.079391
1967;0.113464;-0.729279;-1.092636
1968;0.184448;-0.675705;-1.022507
1969;0.219467;-0.649277;-0.958557
1970;0.257812;-0.668716;-1.108505
1971;0.190521;-0.505539;-1.201141
1972;0.045639;-0.329071;-1.014771
1973;0.062149;-0.331528;-0.825806
1974;0.173126;-0.375473;-0.728256
1975;0.156723;-0.327408;-0.614700
1976;0.191666;-0.404587;-0.609604
1977;0.248138;-0.485535;-0.696579
1978;0.187927;-0.469208;-0.745667
1979;0.119934;-0.404083;-0.675888
1980;0.167725;-0.475006;-0.644821
1981;0.177094;-0.572968;-0.755554
1982;0.141647;-0.634933;-0.968689
1983;0.092545;-0.647919;-1.166626
1984;0.051559;-0.581955;-1.114304
1985;0.094955;-0.604172;-1.003418
1986;0.176712;-0.579346;-0.883072
1987;0.239273;-0.574539;-0.909195
1988;0.135559;-0.491455;-0.887817
1989;0.047119;-0.475525;-0.781769
1990;0.150085;-0.575821;-0.723038
1991;0.125473;-0.522186;-0.657593
1992;0.061661;-0.458054;-0.560745
1993;0.107071;-0.463760;-0.526581
1994;0.145676;-0.485764;-0.561981
1995;0.099350;-0.525803;-0.658432
1996;0.161758;-0.637817;-0.782684
1997;0.158844;-0.673294;-0.892319
1998;0.139938;-0.672012;-0.936752
1999;0.173264;-0.696548;-0.939911
2000;0.142181;-0.681137;-0.913620
2001;0.146957;-0.701477;-0.886459
2002;0.186691;-0.719925;-0.924927
2003;0.228760;-0.673508;-1.000305
2004;0.234818;-0.555344;-1.017075
2005;0.155060;-0.406525;-0.899750
2006;0.161469;-0.397125;-0.771637
2007;0.226608;-0.396194;-0.678513
2008;0.211456;-0.389862;-0.567154
2009;0.195374;-0.479553;-0.596786
2010;0.183228;-0.550919;-0.702728
2011;0.148590;-0.492493;-0.697540
2012;0.146881;-0.529358;-0.651031
2013;0.205154;-0.643616;-0.733231
2014;0.306396;-0.709274;-0.920212
2015;0.156433;-0.650131;-1.059647
2016;0.075562;-0.649704;-1.127197
2017;0.086639;-0.633575;-1.045929
2018;0.110687;-0.610321;-0.909332
2019;0.164856;-0.604446;-0.886780
2020;0.128372;-0.499313;-0.869904
2021;0.023651;-0.386063;-0.745972
2022;0.013031;-0.438370;-0.622864
2023;0.127869;-0.511429;-0.639084
2024;0.095108;-0.442368;-0.633179
2025;0.082291;-0.456100;-0.635284
2026;0.133011;-0.456543;-0.605377
2027;0.130692;-0.500732;-0.592529
2028;0.190018;-0.606003;-0.698868
2029;0.228928;-0.695892;-0.914032
2030;0.233505;-0.679626;-1.036316
2031;0.195145;-0.616043;-1.036209
2032;0.221359;-0.607544;-1.042770
2033;0.220993;-0.490570;-0.996262
2034;0.225067;-0.490677;-0.913086
2035;0.285812;-0.522232;-0.910324
2036;0.259857;-0.404816;-0.941971
2037;0.197052;-0.352478;-0.895477
2038;0.128784;-0.362930;-0.813248
2039;0.147186;-0.381897;-0.728943
2040;0.182114;-0.472702;-0.735352
2041;0.176743;-0.523788;-0.793961
2042;0.135330;-0.521973;-0.815079
2043;0.106476;-0.469055;-0.736526
2044;0.138535;-0.520126;-0.749237
2045;0.174805;-0.581497;-0.856827
2046;0.139465;-0.625244;-1.025894
2047;0.064896;-0.630707;-1.162247
2048;0.110428;-0.568527;-1.114410
2049;0.136948;-0.570175;-0.989716
2050;0.121384;-0.540359;-0.914978
2051;0.073578;-0.459030;-0.856979
2052;-0.013214;-0.335175;-0.698059
2053;-0.001419;-0.413239;-0.584305
2054;0.128876;-0.449127;-0.592484
2055;0.054092;-0.358887;-0.573578
2056;0.003036;-0.407196;-0.586563
2057;0.121811;-0.473190;-0.610535
2058;0.067429;-0.494690;-0.681137
2059;0.087967;-0.632751;-0.884750
2060;0.166702;-0.734680;-1.114426
2061;0.135361;-0.718842;-1.213135
2062;0.065079;-0.645599;-1.166016
2063;0.086945;-0.635468;-1.103134
2064;0.115799;-0.647446;-1.009903
2065;0.173538;-0.681396;-0.991455
2066;0.150879;-0.568863;-0.978867
2067;0.125244;-0.434219;-0.883926
2068;0.136673;-0.426300;-0.734650
2069;0.181549;-0.439606;-0.587646
2070;0.166092;-0.395966;-0.486969
2071;0.164902;-0.480942;-0.537277
2072;0.184921;-0.556213;-0.680038
2073;0.131210;-0.471664;-0.744156
2074;0.091507;-0.470016;-0.708298
2075;0.130402;-0.600021;-0.793045
2076;0.095551;-0.646088;-1.027267
2077;-0.064255;-0.585846;-1.233337
2078;-0.070206;-0.523911;-1.172577
2079;-0.034882;-0.493912;-1.018372
2080;0.094101;-0.581909;-0.932327
2081;0.165741;-0.609039;-1.033493
2082;0.004105;-0.392776;-0.931839
2083;-0.026855;-0.413788;-0.691528
2084;0.102264;-0.549789;-0.558884
2085;0.093903;-0.485260;-0.504120
2086;0.053131;-0.417786;-0.475800
2087;0.109085;-0.445450;-0.492798
2088;0.142624;-0.507965;-0.570755
2089;0.156921;-0.628433;-0.724960
2090;0.231735;-0.763626;-0.975922
2091;0.188705;-0.750793;-1.102356
2092;0.161484;-0.699860;-1.014313
2093;0.225784;-0.596313;-1.020554
2094;0.257858;-0.452805;-1.033920
2095;0.318161;-0.468170;-0.955475
2096;0.412537;-0.618881;-1.008865
2097;0.307159;-0.603821;-1.080307
2098;0.168793;-0.449570;-0.925522
2099;0.114105;-0.440475;-0.723877
2100;0.164139;-0.414734;-0.613434
2101;0.172241;-0.382675;-0.496429
2102;0.162491;-0.432175;-0.472855
2103;0.162247;-0.598892;-0.661331
2104;0.130188;-0.576599;-0.781586
2105;0.009109;-0.479919;-0.680939
2106;0.086594;-0.575180;-0.636795
2107;0.167953;-0.707138;-0.755463
2108;0.221390;-0.754288;-1.003464
2109;0.121460;-0.694107;-1.236618
2110;0.011581;-0.595581;-1.231247
2111;0.001694;-0.514450;-1.094070
2112;0.051331;-0.556152;-1.056976
2113;0.109451;-0.497620;-1.121658
2114;0.035416;-0.334763;-1.018799
2115;-0.013580;-0.334702;-0.788895
2116;0.106476;-0.462448;-0.659882
2117;0.126038;-0.442871;-0.597214
2118;0.105118;-0.456879;-0.579132
2119;0.147842;-0.467300;-0.569977
2120;0.165985;-0.501022;-0.598679
2121;0.153534;-0.530594;-0.643509
2122;0.146667;-0.614502;-0.756256
2123;0.097778;-0.644455;-0.883240
2124;0.043289;-0.583374;-0.881622
2125;0.098740;-0.586044;-0.839600
2126;0.147842;-0.596466;-0.875687
